table	source	reason	form	lemma
AG	ag_lookup.json	orphaned_tonal_mark	ὕλαττον	ὑλαττ́ω
AG	ag_lookup.json	orphaned_tonal_mark	ὑπεραγαλλόμενος	ὑπέρ-ἀγαλ́λω
AG	ag_lookup.json	orphaned_tonal_mark	ὑπενόμενσα	ὑπενομεν́ω
AG	ag_lookup.json	orphaned_tonal_mark	ὑπερνηχόμενον	ὑπερν́ηχω
AG	ag_lookup.json	orphaned_tonal_mark	ὑπερφαινό	ὑπερφαιν́υμι
AG	ag_lookup.json	orphaned_tonal_mark	ὑπέστρε	ὑπισετ́ρω
AG	ag_lookup.json	orphaned_tonal_mark	ὑποθύψας	ὑποθ́ψσκω
AG	ag_lookup.json	orphaned_tonal_mark	ὑπεισχημένος	ὑποισχ́ηνυμαι
AG	ag_lookup.json	orphaned_tonal_mark	ὑπολειφόντων	ὑπολειφ́ω
AG	ag_lookup.json	orphaned_tonal_mark	ὑπερέβαλλεν’	ὑπορεβαλλεν’́ομαι
AG	ag_lookup.json	orphaned_tonal_mark	ὑποσυνηλιμμένα	ὑποσυνηλιμ́ω
AG	ag_lookup.json	orphaned_tonal_mark	ὑπεστορεσμένοις	ὑπό-στορεσ́ω
AG	ag_lookup.json	orphaned_tonal_mark	ὠλιγορηκότα	ὠλιγορ́οηκε
AG	ag_lookup.json	orphaned_tonal_mark	ᾀδόμενά	ᾀδ́ω
AG	ag_lookup.json	orphaned_tonal_mark	ᾐρκότας	ᾀρ́ζω
AG	ag_lookup.json	orphaned_tonal_mark	ᾅμα	ᾁ̈νμ́αμαι
AG	ag_lookup.json	orphaned_tonal_mark	ᾗἀδικεῖται	ᾗἀδικ́ζομαι
AG	ag_lookup.json	orphaned_tonal_mark	ᾠδίνουσα	ᾠδιπ́ω
AG	ag_lookup.json	orphaned_tonal_mark	Ἀνθρωπος	᾽́Ανθρωπος
AG	ag_lookup.json	orphaned_tonal_mark	Ὠκίμου	᾽́Ωκιμον
AG	ag_lookup.json	orphaned_tonal_mark	᾿η	῎Η
AG	ag_lookup.json	orphaned_tonal_mark	῍Η	῎Η
AG	ag_lookup.json	orphaned_tonal_mark	᾿υμμιν	῎Υμμιν
AG	ag_lookup.json	orphaned_tonal_mark	῎Υμμιν	῎Υμμιν
AG	ag_lookup.json	orphaned_tonal_mark	᾿λαβες	῎λαβε
AG	ag_lookup.json	orphaned_tonal_mark	῎λαβές	῎λαβε
AG	ag_lookup.json	orphaned_tonal_mark	᾿τεκον	῎τεκον
AG	ag_lookup.json	orphaned_tonal_mark	῎τεκον	῎τεκον
AG	ag_lookup.json	orphaned_tonal_mark	᾿εστωσαν	῎ἐστωσαν
AG	ag_lookup.json	orphaned_tonal_mark	῎ἔστωσαν	῎ἐστωσαν
AG	ag_lookup.json	orphaned_tonal_mark	῏Η	῏Η
AG	ag_lookup.json	orphaned_tonal_mark	῝Α	῞Α
AG	ag_lookup.json	orphaned_tonal_mark	῾α	῞Α
AG	ag_lookup.json	orphaned_tonal_mark	ῥρεύματος	ῥ́ρευμα
AG	ag_lookup.json	orphaned_tonal_mark	ῥυέντης	ῥ͂υτη
AG	ag_lookup.json	orphaned_tonal_mark	ῥιγέστατα	ῥιγ͂ος
AG	ag_lookup.json	orphaned_tonal_mark	ῥλθέντων	ῥλ́θημι
AG	ag_lookup.json	orphaned_tonal_mark	Ῥινοκουρούροις	Ῥ́ινοκουρουρος
AG	ag_lookup.json	orphaned_tonal_mark	Ῥωσάνδρου	Ῥ́ωσανδρος
AG	ag_lookup.json	orphaned_tonal_mark	’εἰπέ	’εεἰπ́υμι
AG	ag_lookup.json	orphaned_tonal_mark	’κείνῃ	’κ́ες
AG	ag_lookup.json	overline	·καὶ	·καί̅
AG	ag_lookup.json	overline	Α̅	Α̅
AG	ag_lookup.json	overline	Ε̅	Ε̅
AG	ag_lookup.json	overline	Ι̅	Ι̅
AG	ag_lookup.json	overline	Μιδά	Μιδά̅
AG	ag_lookup.json	overline	α̅	α̅
AG	ag_lookup.json	overline	αζω̅	αζω̅
AG	ag_lookup.json	overline	αι̅	αι̅
AG	ag_lookup.json	overline	αια̅	αια̅
AG	ag_lookup.json	overline	ανω̅	ανω̅
AG	ag_lookup.json	overline	αξ̅	αξ̅
AG	ag_lookup.json	overline	αριον̅	αριον̅
AG	ag_lookup.json	overline	αροσ̅	αροσ̅
AG	ag_lookup.json	overline	ασ̅	ασ̅
AG	ag_lookup.json	overline	αψ̅	αψ̅
AG	ag_lookup.json	overline	βα̅	βα̅ʹ
AG	ag_lookup.json	overline	βε̅	βε̅ʹ
AG	ag_lookup.json	overline	βι̅	βι̅ʹ
AG	ag_lookup.json	overline	βο̅	βο̅
AG	ag_lookup.json	overline	βυ̅	βυ̅
AG	ag_lookup.json	overline	βω̅	βω̅ʹ
AG	ag_lookup.json	overline	γυναικίζοντεσ̅	γυναικίζοντεσ̅ʹ
AG	ag_lookup.json	overline	δοσ̅	δοσ̅
AG	ag_lookup.json	overline	ε̅	ε̅
AG	ag_lookup.json	overline	ε̅ι̅	ε̅ι̅
AG	ag_lookup.json	overline	ευσ̅	ευσ̅ʹ
AG	ag_lookup.json	overline	εἴτα	εἴτα̅
AG	ag_lookup.json	overline	ζε̅	ζε̅
AG	ag_lookup.json	overline	ζω̅	ζω̅
AG	ag_lookup.json	overline	η̅	η̅
AG	ag_lookup.json	overline	η̅σ̅	η̅σ̅
AG	ag_lookup.json	overline	θα̅	θα̅ʹ
AG	ag_lookup.json	overline	ι̅	ι̅
AG	ag_lookup.json	overline	ιμοσ̅	ιμοσ̅
AG	ag_lookup.json	overline	ινη̅	ινη̅
AG	ag_lookup.json	overline	ινοσ̅	ινοσ̅
AG	ag_lookup.json	overline	ισ̅	ισ̅
AG	ag_lookup.json	overline	ιψ̅	ιψ̅ʹ
AG	ag_lookup.json	overline	κάστωρ-καὶ	κάστωρ-κα̅ι̅
AG	ag_lookup.json	overline	καὲ	καέ̅
AG	ag_lookup.json	overline	λα̅	λα̅
AG	ag_lookup.json	overline	λη̅	λη̅
AG	ag_lookup.json	overline	λοσ̅	λοσ̅
AG	ag_lookup.json	overline	μα̅	μα̅
AG	ag_lookup.json	overline	μι̅	μι̅ʹ
AG	ag_lookup.json	overline	μοσ̅	μοσ̅
AG	ag_lookup.json	overline	νη̅	νη̅
AG	ag_lookup.json	overline	νοσ̅	νοσ̅
AG	ag_lookup.json	overline	νοῦτο	νοῦτο̅
AG	ag_lookup.json	overline	ο̅	ο̅
AG	ag_lookup.json	overline	οι̅	οι̅ʹ
AG	ag_lookup.json	overline	οσ̅	οσ̅
AG	ag_lookup.json	overline	ου̅	ου̅ʹ
AG	ag_lookup.json	overline	οὐτ-	οὐτ̅-̅
AG	ag_lookup.json	overline	πολυ̅	πολυ̅
AG	ag_lookup.json	overline	προ̅	προ̅ʹ
AG	ag_lookup.json	overline	προηγεῖται’	προηγεῖται’̅
AG	ag_lookup.json	overline	πτω̅	πτω̅
AG	ag_lookup.json	overline	ρα̅	ρα̅ʹ
AG	ag_lookup.json	overline	ροσ̅	ροσ̅
AG	ag_lookup.json	overline	σα̅	σα̅
AG	ag_lookup.json	overline	σαι̅	σαι̅ʹ
AG	ag_lookup.json	overline	σι̅	σι̅ʹ
AG	ag_lookup.json	overline	σοσ̅	σοσ̅
AG	ag_lookup.json	overline	σσων̅	σσων̅
AG	ag_lookup.json	overline	συνη̅	συνη̅
AG	ag_lookup.json	overline	σω̅	σω̅
AG	ag_lookup.json	overline	τα̅	τα̅ʹ
AG	ag_lookup.json	overline	τη̅	τη̅ʹ
AG	ag_lookup.json	overline	τι̅	τι̅
AG	ag_lookup.json	overline	τρι̅	τρι̅ʹ
AG	ag_lookup.json	overline	τρια̅	τρια̅
AG	ag_lookup.json	overline	υ̅	υ̅
AG	ag_lookup.json	overline	ψευδο̅	ψευδο̅
AG	ag_lookup.json	overline	ω̅	ω̅
AG	ag_lookup.json	overline	ων̅	ων̅ʹ
AG	ag_lookup.json	overline	ωσ̅	ωσ̅
AG	ag_lookup.json	overline	ἀντι̅	ἀντι̅ʹ
AG	ag_lookup.json	overline	Ἐλβωϋδὰδ	Ἐλβωϋδάδ̅
AG	ag_lookup.json	overline	ὁρμὴ-καὶ	ὁρμή-κα̅ι̅
AG	ag_lookup.json	overline	ὑποχονδρ	ὑποχονδρ̅
AG	ag_lookup.json	untrusted_grave	·μὴ	·μὴ
AG	ag_lookup.json	untrusted_grave	·μὴν	·μὴν
AG	ag_lookup.json	untrusted_grave	Αὐιανὸς	Αὐιανὸς
AG	ag_lookup.json	untrusted_grave	αὐιανὸς	Αὐιανὸς
AG	ag_lookup.json	untrusted_grave	Βασιλιανὸς	Βασιλιανὸς
AG	ag_lookup.json	untrusted_grave	βασιλιανὸς	Βασιλιανὸς
AG	ag_lookup.json	untrusted_grave	Βεναμίν	Βεναμὶν
AG	ag_lookup.json	untrusted_grave	Βεναμὶν	Βεναμὶν
AG	ag_lookup.json	untrusted_grave	βεναμίν	Βεναμὶν
AG	ag_lookup.json	untrusted_grave	βεναμιν	Βεναμὶν
AG	ag_lookup.json	untrusted_grave	βεναμὶν	Βεναμὶν
AG	ag_lookup.json	untrusted_grave	Βερνεκιανός	Βερνεκιανὸς
AG	ag_lookup.json	untrusted_grave	Βερνεκιανὸς	Βερνεκιανὸς
AG	ag_lookup.json	untrusted_grave	βερνεκιανος	Βερνεκιανὸς
AG	ag_lookup.json	untrusted_grave	βερνεκιανός	Βερνεκιανὸς
AG	ag_lookup.json	untrusted_grave	βερνεκιανὸς	Βερνεκιανὸς
AG	ag_lookup.json	untrusted_grave	Βουρδών	Βουρδὼν
AG	ag_lookup.json	untrusted_grave	Βουρδὼν	Βουρδὼν
AG	ag_lookup.json	untrusted_grave	βουρδὼν	Βουρδὼν
AG	ag_lookup.json	untrusted_grave	Βρεισηίς	Βρεισηὶς
AG	ag_lookup.json	untrusted_grave	Βρεισηὶς	Βρεισηὶς
AG	ag_lookup.json	untrusted_grave	βρεισηίς	Βρεισηὶς
AG	ag_lookup.json	untrusted_grave	βρεισηις	Βρεισηὶς
AG	ag_lookup.json	untrusted_grave	βρεισηὶς	Βρεισηὶς
AG	ag_lookup.json	untrusted_grave	Γεμινιανὸς	Γεμινιανὸς
AG	ag_lookup.json	untrusted_grave	γεμινιανὸς	Γεμινιανὸς
AG	ag_lookup.json	untrusted_grave	Γεντιανὸς	Γεντιανὸς
AG	ag_lookup.json	untrusted_grave	γεντιανὸς	Γεντιανὸς
AG	ag_lookup.json	untrusted_grave	Γλυκωνιανὸς	Γλυκωνιανὸς
AG	ag_lookup.json	untrusted_grave	γλυκωνιανὸς	Γλυκωνιανὸς
AG	ag_lookup.json	untrusted_grave	Γυμνικὸς	Γυμνικὸς
AG	ag_lookup.json	untrusted_grave	γυμνικὸς	Γυμνικὸς
AG	ag_lookup.json	untrusted_grave	Δακιανός	Δακιανὸς
AG	ag_lookup.json	untrusted_grave	Δακιανὸς	Δακιανὸς
AG	ag_lookup.json	untrusted_grave	δακιανος	Δακιανὸς
AG	ag_lookup.json	untrusted_grave	δακιανός	Δακιανὸς
AG	ag_lookup.json	untrusted_grave	δακιανὸς	Δακιανὸς
AG	ag_lookup.json	untrusted_grave	Δεκάς	Δεκὰς
AG	ag_lookup.json	untrusted_grave	Δεκὰς	Δεκὰς
AG	ag_lookup.json	untrusted_grave	δεκὰς	Δεκὰς
AG	ag_lookup.json	untrusted_grave	Διδυμιανός	Διδυμιανὸς
AG	ag_lookup.json	untrusted_grave	Διδυμιανὸς	Διδυμιανὸς
AG	ag_lookup.json	untrusted_grave	διδυμιανος	Διδυμιανὸς
AG	ag_lookup.json	untrusted_grave	διδυμιανός	Διδυμιανὸς
AG	ag_lookup.json	untrusted_grave	διδυμιανὸς	Διδυμιανὸς
AG	ag_lookup.json	untrusted_grave	Διονυσιανὸς	Διονυσιανὸς
AG	ag_lookup.json	untrusted_grave	διονυσιανὸς	Διονυσιανὸς
AG	ag_lookup.json	untrusted_grave	Διονυσοθεωνίς	Διονυσοθεωνὶς
AG	ag_lookup.json	untrusted_grave	Διονυσοθεωνὶς	Διονυσοθεωνὶς
AG	ag_lookup.json	untrusted_grave	διονυσοθεωνίς	Διονυσοθεωνὶς
AG	ag_lookup.json	untrusted_grave	διονυσοθεωνις	Διονυσοθεωνὶς
AG	ag_lookup.json	untrusted_grave	διονυσοθεωνὶς	Διονυσοθεωνὶς
AG	ag_lookup.json	untrusted_grave	Δομνιανός	Δομνιανὸς
AG	ag_lookup.json	untrusted_grave	Δομνιανὸς	Δομνιανὸς
AG	ag_lookup.json	untrusted_grave	δομνιανος	Δομνιανὸς
AG	ag_lookup.json	untrusted_grave	δομνιανός	Δομνιανὸς
AG	ag_lookup.json	untrusted_grave	δομνιανὸς	Δομνιανὸς
AG	ag_lookup.json	untrusted_grave	Ειουλιανός	Εἰουλιανὸς
AG	ag_lookup.json	untrusted_grave	Εἰουλιανὸς	Εἰουλιανὸς
AG	ag_lookup.json	untrusted_grave	ειουλιανος	Εἰουλιανὸς
AG	ag_lookup.json	untrusted_grave	ειουλιανός	Εἰουλιανὸς
AG	ag_lookup.json	untrusted_grave	εἰουλιανὸς	Εἰουλιανὸς
AG	ag_lookup.json	untrusted_grave	Εἰρηναὶς	Εἰρηναὶς
AG	ag_lookup.json	untrusted_grave	εἰρηναὶς	Εἰρηναὶς
AG	ag_lookup.json	untrusted_grave	Ευδαιμονείς	Εὐδαιμονεὶς
AG	ag_lookup.json	untrusted_grave	Εὐδαιμονεὶς	Εὐδαιμονεὶς
AG	ag_lookup.json	untrusted_grave	ευδαιμονείς	Εὐδαιμονεὶς
AG	ag_lookup.json	untrusted_grave	ευδαιμονεις	Εὐδαιμονεὶς
AG	ag_lookup.json	untrusted_grave	εὐδαιμονεὶς	Εὐδαιμονεὶς
AG	ag_lookup.json	untrusted_grave	Ευδαιμωνίς	Εὐδαιμωνὶς
AG	ag_lookup.json	untrusted_grave	Εὐδαιμωνὶς	Εὐδαιμωνὶς
AG	ag_lookup.json	untrusted_grave	ευδαιμωνίς	Εὐδαιμωνὶς
AG	ag_lookup.json	untrusted_grave	ευδαιμωνις	Εὐδαιμωνὶς
AG	ag_lookup.json	untrusted_grave	εὐδαιμωνὶς	Εὐδαιμωνὶς
AG	ag_lookup.json	untrusted_grave	Ευδαμονίς	Εὐδαμονὶς
AG	ag_lookup.json	untrusted_grave	Εὐδαμονὶς	Εὐδαμονὶς
AG	ag_lookup.json	untrusted_grave	ευδαμονίς	Εὐδαμονὶς
AG	ag_lookup.json	untrusted_grave	ευδαμονις	Εὐδαμονὶς
AG	ag_lookup.json	untrusted_grave	εὐδαμονὶς	Εὐδαμονὶς
AG	ag_lookup.json	untrusted_grave	Ευδεμονείς	Εὐδεμονεὶς
AG	ag_lookup.json	untrusted_grave	Εὐδεμονεὶς	Εὐδεμονεὶς
AG	ag_lookup.json	untrusted_grave	ευδεμονείς	Εὐδεμονεὶς
AG	ag_lookup.json	untrusted_grave	ευδεμονεις	Εὐδεμονεὶς
AG	ag_lookup.json	untrusted_grave	εὐδεμονεὶς	Εὐδεμονεὶς
AG	ag_lookup.json	untrusted_grave	Ευδεμονίς	Εὐδεμονὶς
AG	ag_lookup.json	untrusted_grave	Εὐδεμονὶς	Εὐδεμονὶς
AG	ag_lookup.json	untrusted_grave	ευδεμονίς	Εὐδεμονὶς
AG	ag_lookup.json	untrusted_grave	ευδεμονις	Εὐδεμονὶς
AG	ag_lookup.json	untrusted_grave	εὐδεμονὶς	Εὐδεμονὶς
AG	ag_lookup.json	untrusted_grave	Εὐμενὶς	Εὐμενὶς
AG	ag_lookup.json	untrusted_grave	εὐμενὶς	Εὐμενὶς
AG	ag_lookup.json	untrusted_grave	Εὐποριανὸς	Εὐποριανὸς
AG	ag_lookup.json	untrusted_grave	εὐποριανὸς	Εὐποριανὸς
AG	ag_lookup.json	untrusted_grave	Εὐρυτὶς	Εὐρυτὶς
AG	ag_lookup.json	untrusted_grave	εὐρυτὶς	Εὐρυτὶς
AG	ag_lookup.json	untrusted_grave	Ευστοργίς	Εὐστοργὶς
AG	ag_lookup.json	untrusted_grave	Εὐστοργὶς	Εὐστοργὶς
AG	ag_lookup.json	untrusted_grave	ευστοργίς	Εὐστοργὶς
AG	ag_lookup.json	untrusted_grave	ευστοργις	Εὐστοργὶς
AG	ag_lookup.json	untrusted_grave	εὐστοργὶς	Εὐστοργὶς
AG	ag_lookup.json	untrusted_grave	Είνιττα	Εὶνιττα
AG	ag_lookup.json	untrusted_grave	Εὶνιττα	Εὶνιττα
AG	ag_lookup.json	untrusted_grave	είνιττα	Εὶνιττα
AG	ag_lookup.json	untrusted_grave	εινιττα	Εὶνιττα
AG	ag_lookup.json	untrusted_grave	εὶνιττα	Εὶνιττα
AG	ag_lookup.json	untrusted_grave	Ζευξιανός	Ζευξιανὸς
AG	ag_lookup.json	untrusted_grave	Ζευξιανὸς	Ζευξιανὸς
AG	ag_lookup.json	untrusted_grave	ζευξιανος	Ζευξιανὸς
AG	ag_lookup.json	untrusted_grave	ζευξιανός	Ζευξιανὸς
AG	ag_lookup.json	untrusted_grave	ζευξιανὸς	Ζευξιανὸς
AG	ag_lookup.json	untrusted_grave	Ζωείς	Ζωεὶς
AG	ag_lookup.json	untrusted_grave	Ζωεὶς	Ζωεὶς
AG	ag_lookup.json	untrusted_grave	ζωείς	Ζωεὶς
AG	ag_lookup.json	untrusted_grave	ζωεὶς	Ζωεὶς
AG	ag_lookup.json	untrusted_grave	Θαικίς	Θαικὶς
AG	ag_lookup.json	untrusted_grave	Θαικὶς	Θαικὶς
AG	ag_lookup.json	untrusted_grave	θαικίς	Θαικὶς
AG	ag_lookup.json	untrusted_grave	θαικις	Θαικὶς
AG	ag_lookup.json	untrusted_grave	θαικὶς	Θαικὶς
AG	ag_lookup.json	untrusted_grave	Καγόλ	Καγὸλ
AG	ag_lookup.json	untrusted_grave	Καγὸλ	Καγὸλ
AG	ag_lookup.json	untrusted_grave	καγολ	Καγὸλ
AG	ag_lookup.json	untrusted_grave	καγόλ	Καγὸλ
AG	ag_lookup.json	untrusted_grave	καγὸλ	Καγὸλ
AG	ag_lookup.json	untrusted_grave	Καλαβρά	Καλαβρὰ
AG	ag_lookup.json	untrusted_grave	Καλαβράν	Καλαβρὰ
AG	ag_lookup.json	untrusted_grave	Καλαβράς	Καλαβρὰ
AG	ag_lookup.json	untrusted_grave	Καλαβραί	Καλαβρὰ
AG	ag_lookup.json	untrusted_grave	Καλαβραίν	Καλαβρὰ
AG	ag_lookup.json	untrusted_grave	Καλαβραίς	Καλαβρὰ
AG	ag_lookup.json	untrusted_grave	Καλαβρᾴ	Καλαβρὰ
AG	ag_lookup.json	untrusted_grave	Καλλιμαχὶς	Καλλιμαχὶς
AG	ag_lookup.json	untrusted_grave	καλλιμαχὶς	Καλλιμαχὶς
AG	ag_lookup.json	untrusted_grave	Καλλιστιανὸς	Καλλιστιανὸς
AG	ag_lookup.json	untrusted_grave	καλλιστιανὸς	Καλλιστιανὸς
AG	ag_lookup.json	untrusted_grave	Καμεντεβώνχ	Καμεντεβὼνχ
AG	ag_lookup.json	untrusted_grave	Καμεντεβὼνχ	Καμεντεβὼνχ
AG	ag_lookup.json	untrusted_grave	καμεντεβωνχ	Καμεντεβὼνχ
AG	ag_lookup.json	untrusted_grave	καμεντεβώνχ	Καμεντεβὼνχ
AG	ag_lookup.json	untrusted_grave	καμεντεβὼνχ	Καμεντεβὼνχ
AG	ag_lookup.json	untrusted_grave	Καμπόλ	Καμπὸλ
AG	ag_lookup.json	untrusted_grave	Καμπὸλ	Καμπὸλ
AG	ag_lookup.json	untrusted_grave	καμπολ	Καμπὸλ
AG	ag_lookup.json	untrusted_grave	καμπόλ	Καμπὸλ
AG	ag_lookup.json	untrusted_grave	καμπὸλ	Καμπὸλ
AG	ag_lookup.json	untrusted_grave	Καρπικός	Καρπικὸς
AG	ag_lookup.json	untrusted_grave	Καρπικὸς	Καρπικὸς
AG	ag_lookup.json	untrusted_grave	καρπικος	Καρπικὸς
AG	ag_lookup.json	untrusted_grave	καρπικός	Καρπικὸς
AG	ag_lookup.json	untrusted_grave	καρπικὸς	Καρπικὸς
AG	ag_lookup.json	untrusted_grave	Κασιλίς	Κασιλὶς
AG	ag_lookup.json	untrusted_grave	Κασιλὶς	Κασιλὶς
AG	ag_lookup.json	untrusted_grave	κασιλίς	Κασιλὶς
AG	ag_lookup.json	untrusted_grave	κασιλις	Κασιλὶς
AG	ag_lookup.json	untrusted_grave	κασιλὶς	Κασιλὶς
AG	ag_lookup.json	untrusted_grave	Κιλητόχ	Κιλητὸχ
AG	ag_lookup.json	untrusted_grave	Κιλητὸχ	Κιλητὸχ
AG	ag_lookup.json	untrusted_grave	κιλητοχ	Κιλητὸχ
AG	ag_lookup.json	untrusted_grave	κιλητόχ	Κιλητὸχ
AG	ag_lookup.json	untrusted_grave	κιλητὸχ	Κιλητὸχ
AG	ag_lookup.json	untrusted_grave	Κλαδ̣ών	Κλαδ̣ὼν
AG	ag_lookup.json	untrusted_grave	Κλαδ̣ὼν	Κλαδ̣ὼν
AG	ag_lookup.json	untrusted_grave	κλαδ̣ών	Κλαδ̣ὼν
AG	ag_lookup.json	untrusted_grave	κλαδ̣ὼν	Κλαδ̣ὼν
AG	ag_lookup.json	untrusted_grave	Κλαστικός	Κλαστικὸς
AG	ag_lookup.json	untrusted_grave	Κλαστικὸς	Κλαστικὸς
AG	ag_lookup.json	untrusted_grave	κλαστικος	Κλαστικὸς
AG	ag_lookup.json	untrusted_grave	κλαστικός	Κλαστικὸς
AG	ag_lookup.json	untrusted_grave	κλαστικὸς	Κλαστικὸς
AG	ag_lookup.json	untrusted_grave	Κλαυτιανός	Κλαυτιανὸς
AG	ag_lookup.json	untrusted_grave	Κλαυτιανὸς	Κλαυτιανὸς
AG	ag_lookup.json	untrusted_grave	κλαυτιανος	Κλαυτιανὸς
AG	ag_lookup.json	untrusted_grave	κλαυτιανός	Κλαυτιανὸς
AG	ag_lookup.json	untrusted_grave	κλαυτιανὸς	Κλαυτιανὸς
AG	ag_lookup.json	untrusted_grave	Κλίς	Κλὶς
AG	ag_lookup.json	untrusted_grave	Κλὶς	Κλὶς
AG	ag_lookup.json	untrusted_grave	κλίς	Κλὶς
AG	ag_lookup.json	untrusted_grave	κλις	Κλὶς
AG	ag_lookup.json	untrusted_grave	κλὶς	Κλὶς
AG	ag_lookup.json	untrusted_grave	Κοιντιανός	Κοιντιανὸς
AG	ag_lookup.json	untrusted_grave	Κοιντιανὸς	Κοιντιανὸς
AG	ag_lookup.json	untrusted_grave	κοιντιανός	Κοιντιανὸς
AG	ag_lookup.json	untrusted_grave	κοιντιανὸς	Κοιντιανὸς
AG	ag_lookup.json	untrusted_grave	Κοιτωνικὸς	Κοιτωνικὸς
AG	ag_lookup.json	untrusted_grave	κοιτωνικὸς	Κοιτωνικὸς
AG	ag_lookup.json	untrusted_grave	Κοκώ	Κοκὼ
AG	ag_lookup.json	untrusted_grave	Κοκὼ	Κοκὼ
AG	ag_lookup.json	untrusted_grave	κοκω	Κοκὼ
AG	ag_lookup.json	untrusted_grave	κοκώ	Κοκὼ
AG	ag_lookup.json	untrusted_grave	κοκὼ	Κοκὼ
AG	ag_lookup.json	untrusted_grave	Κομαρχίς	Κομαρχὶς
AG	ag_lookup.json	untrusted_grave	Κομαρχὶς	Κομαρχὶς
AG	ag_lookup.json	untrusted_grave	κομαρχίς	Κομαρχὶς
AG	ag_lookup.json	untrusted_grave	κομαρχις	Κομαρχὶς
AG	ag_lookup.json	untrusted_grave	κομαρχὶς	Κομαρχὶς
AG	ag_lookup.json	untrusted_grave	Κομωνίς	Κομωνὶς
AG	ag_lookup.json	untrusted_grave	Κομωνὶς	Κομωνὶς
AG	ag_lookup.json	untrusted_grave	κομωνίς	Κομωνὶς
AG	ag_lookup.json	untrusted_grave	κομωνις	Κομωνὶς
AG	ag_lookup.json	untrusted_grave	κομωνὶς	Κομωνὶς
AG	ag_lookup.json	untrusted_grave	Κορελλιανός	Κορελλιανὸς
AG	ag_lookup.json	untrusted_grave	Κορελλιανὸς	Κορελλιανὸς
AG	ag_lookup.json	untrusted_grave	κορελλιανος	Κορελλιανὸς
AG	ag_lookup.json	untrusted_grave	κορελλιανός	Κορελλιανὸς
AG	ag_lookup.json	untrusted_grave	κορελλιανὸς	Κορελλιανὸς
AG	ag_lookup.json	untrusted_grave	Κορμιανός	Κορμιανὸς
AG	ag_lookup.json	untrusted_grave	Κορμιανὸς	Κορμιανὸς
AG	ag_lookup.json	untrusted_grave	κορμιανος	Κορμιανὸς
AG	ag_lookup.json	untrusted_grave	κορμιανός	Κορμιανὸς
AG	ag_lookup.json	untrusted_grave	κορμιανὸς	Κορμιανὸς
AG	ag_lookup.json	untrusted_grave	Κοσμικὸς	Κοσμικὸς
AG	ag_lookup.json	untrusted_grave	κοσμικὸς	Κοσμικὸς
AG	ag_lookup.json	untrusted_grave	Κουκλιανός	Κουκλιανὸς
AG	ag_lookup.json	untrusted_grave	Κουκλιανὸς	Κουκλιανὸς
AG	ag_lookup.json	untrusted_grave	κουκλιανος	Κουκλιανὸς
AG	ag_lookup.json	untrusted_grave	κουκλιανός	Κουκλιανὸς
AG	ag_lookup.json	untrusted_grave	κουκλιανὸς	Κουκλιανὸς
AG	ag_lookup.json	untrusted_grave	Κουλκιανός	Κουλκιανὸς
AG	ag_lookup.json	untrusted_grave	Κουλκιανὸς	Κουλκιανὸς
AG	ag_lookup.json	untrusted_grave	κουλκιανος	Κουλκιανὸς
AG	ag_lookup.json	untrusted_grave	κουλκιανός	Κουλκιανὸς
AG	ag_lookup.json	untrusted_grave	κουλκιανὸς	Κουλκιανὸς
AG	ag_lookup.json	untrusted_grave	Κουλός	Κουλὸς
AG	ag_lookup.json	untrusted_grave	Κουλὸς	Κουλὸς
AG	ag_lookup.json	untrusted_grave	κουλος	Κουλὸς
AG	ag_lookup.json	untrusted_grave	κουλός	Κουλὸς
AG	ag_lookup.json	untrusted_grave	κουλὸς	Κουλὸς
AG	ag_lookup.json	untrusted_grave	Κουντιαιναχός	Κουντιαιναχὸς
AG	ag_lookup.json	untrusted_grave	Κουντιαιναχὸς	Κουντιαιναχὸς
AG	ag_lookup.json	untrusted_grave	κουντιαιναχος	Κουντιαιναχὸς
AG	ag_lookup.json	untrusted_grave	κουντιαιναχός	Κουντιαιναχὸς
AG	ag_lookup.json	untrusted_grave	κουντιαιναχὸς	Κουντιαιναχὸς
AG	ag_lookup.json	untrusted_grave	Κρεκίς	Κρεκὶς
AG	ag_lookup.json	untrusted_grave	Κρεκὶς	Κρεκὶς
AG	ag_lookup.json	untrusted_grave	κρεκίς	Κρεκὶς
AG	ag_lookup.json	untrusted_grave	κρεκις	Κρεκὶς
AG	ag_lookup.json	untrusted_grave	κρεκὶς	Κρεκὶς
AG	ag_lookup.json	untrusted_grave	Κρισαικὸς	Κρισαικὸς
AG	ag_lookup.json	untrusted_grave	Κτιστός	Κτιστὸς
AG	ag_lookup.json	untrusted_grave	Κτιστὸς	Κτιστὸς
AG	ag_lookup.json	untrusted_grave	κτιστος	Κτιστὸς
AG	ag_lookup.json	untrusted_grave	κτιστός	Κτιστὸς
AG	ag_lookup.json	untrusted_grave	κτιστὸς	Κτιστὸς
AG	ag_lookup.json	untrusted_grave	Κυιντιανός	Κυιντιανὸς
AG	ag_lookup.json	untrusted_grave	Κυιντιανὸς	Κυιντιανὸς
AG	ag_lookup.json	untrusted_grave	κυιντιανος	Κυιντιανὸς
AG	ag_lookup.json	untrusted_grave	κυιντιανός	Κυιντιανὸς
AG	ag_lookup.json	untrusted_grave	κυιντιανὸς	Κυιντιανὸς
